"","prolific","X","age","sex","orient","ethnic","religion","location","SES","politics","HC1","HC2","HC3","HC4","HC5","HC6","HC7","HC8","HC9","HC10","HC11","HC12","HC13","HC14","HC15","HC16","HC17","HC18","RWA1","RWA2","RWA3","RWA4","RWA5","RWA6","RWA7","RWA8","RWA9","RWA10","RWA11","RWA12","SDO1","SDO2","SDO3","SDO4","SDO5","SDO6","SDO7","SDO8","SDO9","SDO10","SDO11","SDO12","SDO13","SDO14","SDO15","SDO16","BFI1","BFI2","BFI3","BFI4","BFI5","BFI6","BFI7","BFI8","BFI9","BFI10","BFI11","BFI12","BFI13","BFI14","BFI15","BFI16","BFI17","BFI18","BFI19","BFI20","BFI21","BFI22","BFI23","BFI24","BFI25","BFI26","BFI27","BFI28","BFI29","BFI30","BFI31","BFI32","BFI33","BFI34","BFI35","BFI36","BFI37","BFI38","BFI39","BFI40","BFI41","BFI42","BFI43","BFI44","Hcexp","X01","X02","X03","X04","X05","X06","X07","X08","X09","X10","index"
"109","5ce31cec1bcc3500177e9da4",145,26,2,1,2,1,7,7,1,2,1,1,2,2,1,2,5,3,2,2,2,2,2,2,2,2,2,5,6,4,4,3,7,7,7,7,7,6,5,1,7,1,7,7,1,7,7,7,7,1,1,7,1,1,1,1,1,1,5,3,5,5,5,5,5,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,4,3,1,1,1,1,1,1,1,1,2,2,2,"63"
"110","5ce475232210eb00018706b3",10,41,2,1,1,2,2,2,5,3,2,2,1,4,1,2,4,4,2,2,3,2,3,4,3,3,2,7,6,5,4,3,7,2,4,4,4,2,3,1,5,3,3,7,1,7,7,7,5,2,2,4,1,7,1,3,3,5,2,4,2,5,2,1,4,4,3,5,4,4,4,1,2,2,4,4,3,1,3,4,3,4,5,4,4,4,4,4,2,5,2,3,3,4,3,3,3,3,3,1,3,3,1,1,1,3,2,3,3,1,"79"
"111","5ced1fa61a1bab00019da38b",20,39,2,3,1,6,8,3,4,1,1,1,1,4,2,4,5,4,3,3,4,1,3,5,4,5,3,7,7,3,2,3,7,7,2,7,2,4,3,2,7,1,1,7,1,7,7,7,7,1,2,7,4,7,1,4,2,3,3,3,4,4,3,3,5,3,1,4,2,3,3,5,5,5,5,5,5,3,4,4,3,2,2,2,5,4,5,3,4,4,3,1,2,3,5,5,5,5,4,3,2,2,1,1,1,1,3,4,4,1,"111"
"112","5ced66139b5b490001b688ed",36,43,2,1,1,1,4,5,1,1,1,1,1,5,1,4,5,5,3,3,3,1,3,3,4,5,1,7,7,1,1,1,7,7,1,7,1,7,1,1,6,1,1,6,1,7,7,7,7,1,1,6,1,7,1,2,1,4,3,4,5,5,1,5,5,2,1,5,3,2,2,3,1,5,3,5,5,5,4,3,2,4,5,5,5,5,5,5,5,5,2,1,2,4,3,1,5,3,3,1,1,1,1,1,1,1,3,3,5,1,"65"
"113","5cee720caf7838001999add2",65,49,2,1,1,1,7,1,3,3,2,2,2,4,2,3,3,4,3,3,4,2,2,4,3,3,3,7,4,1,1,1,4,5,1,7,1,7,1,4,4,4,4,4,4,4,4,4,6,4,4,6,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,3,3,3,3,"93"
"114","5cf057c49a84ff0001ab1ff7",41,22,2,1,1,1,7,7,1,1,3,3,2,4,2,1,5,2,5,1,3,1,5,4,5,5,2,7,5,7,7,7,7,1,7,7,7,7,5,1,4,1,7,7,7,7,7,7,7,5,5,5,7,7,4,4,4,5,4,3,1,5,2,3,4,3,1,5,3,3,4,4,1,3,3,1,5,2,2,3,4,2,4,3,3,1,5,4,4,4,4,1,4,3,4,2,4,2,1,3,2,4,2,1,3,2,3,1,2,4,"124"
"115","5cf63477201b8000190c966f",31,47,2,1,1,2,6,3,6,2,2,2,2,1,1,4,3,2,2,3,3,2,3,3,1,1,3,7,7,5,4,5,7,4,5,7,5,3,5,5,6,2,5,6,3,7,6,6,6,2,2,6,2,6,2,4,3,4,4,2,3,4,2,3,4,4,3,5,4,4,4,4,3,4,3,4,3,2,4,3,2,3,4,3,4,2,4,4,4,3,4,2,4,3,4,2,4,3,3,1,2,1,1,2,1,1,2,1,1,1,"24"
"116","5cf66bc34d407d001875218b",78,43,2,1,1,2,8,2,4,2,2,2,1,4,2,1,5,3,2,1,4,2,2,4,4,4,3,7,7,1,1,2,7,3,3,7,2,3,2,1,6,2,2,5,1,4,5,5,6,1,1,3,2,4,2,4,2,4,2,3,4,5,4,4,3,2,2,5,4,2,2,5,4,4,3,3,5,4,4,2,2,3,3,4,2,4,5,4,3,4,2,1,4,3,3,4,4,4,2,1,2,4,1,1,1,1,3,5,4,2,"26"
"117","5cf96e66639ea900011650bb",48,53,2,2,1,1,5,4,1,3,4,3,2,2,4,3,4,2,2,3,4,4,2,4,4,4,3,7,7,7,5,5,7,6,4,7,7,2,6,5,7,5,4,5,3,4,4,5,5,3,3,7,5,4,4,5,2,5,2,2,1,5,1,5,5,3,1,5,2,4,5,5,2,4,2,1,5,2,3,1,4,2,4,4,3,4,5,4,4,2,5,3,3,3,3,3,5,2,2,3,3,2,4,3,3,2,3,3,3,3,"42"
"118","5d050ad114af760017e2e20e",151,24,1,2,1,1,5,2,3,1,1,1,1,4,1,3,5,4,3,3,5,1,2,5,4,4,3,7,7,4,1,3,6,6,1,7,2,6,1,1,7,1,1,7,1,7,7,7,7,1,1,7,1,7,1,3,2,5,4,2,4,4,2,3,3,2,1,5,4,4,3,5,1,4,3,4,4,3,3,3,3,2,4,3,5,4,4,4,3,5,3,2,4,5,3,3,4,4,3,3,1,1,1,1,1,1,5,3,3,1,"119"
"119","5d08df0a2171bb001bf725c7",74,57,1,1,1,2,1,2,5,2,2,2,1,4,1,3,4,4,3,3,4,3,3,4,4,4,2,7,6,3,2,2,4,6,3,6,2,5,2,2,5,2,2,6,2,7,5,5,6,1,2,6,2,6,1,3,2,3,3,3,4,4,2,2,4,2,3,3,2,2,3,4,2,4,4,4,2,3,2,3,2,2,3,3,3,4,4,3,3,4,3,3,3,4,2,3,3,4,2,1,2,2,1,2,1,1,2,3,3,2,"75"
"120","5d0b2b0c1a137600017ec5ba",26,46,2,1,1,1,8,2,4,1,1,1,1,5,1,5,5,2,2,5,5,1,4,5,5,4,1,7,7,6,5,4,7,7,6,7,4,6,5,1,7,1,1,7,1,7,7,7,7,1,1,7,1,7,1,3,3,5,2,4,3,4,4,2,5,3,2,5,4,5,4,3,5,4,5,4,4,3,3,4,2,1,3,3,5,4,4,4,3,2,2,1,4,3,4,1,5,4,4,1,1,1,1,2,1,1,5,5,4,1,"121"
"121","5d0b57b71c9a4e001a11dc6e",148,61,2,1,1,2,9,1,5,2,1,2,1,4,2,5,5,4,1,4,5,1,3,4,3,5,1,7,7,7,4,6,7,4,6,7,6,4,7,4,4,3,4,4,1,6,4,3,7,1,4,6,6,3,1,3,2,5,1,4,3,4,1,4,5,3,1,5,4,4,4,3,1,4,5,2,2,1,4,4,4,3,5,2,5,2,3,5,3,5,4,1,5,1,4,4,5,3,5,1,1,2,1,1,1,2,1,1,1,2,"27"
"122","5d0c90dc3382180015624ad9",134,50,1,3,1,2,2,4,6,2,1,2,2,5,1,4,5,5,3,4,5,1,3,4,3,4,2,7,7,4,1,3,7,5,5,7,3,3,5,4,7,1,4,7,1,7,7,7,7,1,1,7,1,7,1,3,4,3,3,3,4,3,3,2,4,3,4,2,5,2,2,2,3,4,4,2,2,4,2,3,1,4,4,5,2,4,2,4,2,5,2,5,4,5,3,4,2,3,2,1,2,2,1,1,1,1,3,3,3,1,"78"
"123","5d0d08285643a6001503c3a0",53,32,1,1,1,7,1,2,1,2,1,1,1,2,1,2,5,3,3,1,3,1,2,3,3,3,1,7,7,7,5,5,7,7,3,7,5,3,6,1,7,1,1,5,1,7,7,7,7,1,1,7,1,7,1,1,3,5,1,1,5,5,1,5,5,3,1,5,1,3,3,5,1,5,3,5,5,1,5,3,1,1,5,3,3,5,5,5,5,5,3,1,5,5,1,1,5,3,1,1,2,2,1,2,1,1,4,2,2,2,"116"
"124","5d0ff7e4ee28980015f19ff2",87,29,2,1,1,1,9,7,3,1,1,1,3,3,1,4,5,3,1,3,5,1,2,5,5,4,1,7,7,7,5,4,6,3,4,7,5,7,4,4,5,3,4,5,2,6,6,6,7,2,1,7,2,6,4,2,5,3,5,3,5,3,2,2,4,2,1,4,5,2,1,5,4,5,5,5,5,3,2,1,1,4,2,5,2,5,5,4,2,4,1,3,3,5,5,2,3,2,2,2,2,2,1,1,1,1,3,4,4,1,"128"
"125","5d124464019fa6000162bfdb",70,30,2,1,1,1,2,3,1,2,4,3,2,2,2,4,5,2,3,4,4,2,4,4,4,4,2,7,7,5,4,5,7,6,6,7,5,6,3,2,6,1,1,7,1,7,7,7,7,1,2,6,1,6,1,4,2,5,3,3,4,5,2,4,5,3,1,5,2,4,3,4,2,3,4,4,5,2,1,4,3,2,5,3,3,4,5,5,5,5,4,3,5,3,5,3,5,4,4,1,2,2,2,2,2,3,4,4,4,2,"129"
"126","5d12452f987a4700174937da",138,45,2,1,1,1,4,7,1,2,1,2,1,4,1,2,5,4,3,2,3,1,2,3,2,4,1,7,7,4,5,2,7,5,2,7,5,1,4,1,5,1,1,7,1,7,7,7,7,1,1,3,1,7,1,1,2,4,2,1,5,3,1,1,4,2,1,5,5,3,1,1,1,5,2,5,2,2,4,4,3,5,5,5,5,5,2,5,3,5,2,3,5,5,2,5,3,3,1,1,2,2,1,1,1,1,4,4,4,3,"88"
"127","5d132f5be52fb6001bfead6a",40,24,1,1,1,1,5,3,5,2,2,2,1,4,2,5,5,3,2,5,4,2,4,4,4,4,1,7,7,4,3,5,7,6,5,7,6,4,6,1,4,1,3,6,2,7,6,7,7,2,1,2,1,6,2,5,4,5,2,4,3,5,1,3,4,4,2,5,3,3,4,3,2,4,4,2,5,2,4,4,4,2,5,4,4,2,4,5,5,5,5,2,4,4,4,3,5,3,2,3,2,1,1,2,1,1,2,5,5,3,"117"
"128","5d13ca33ac3e9b00013413de",64,31,1,1,1,1,8,2,6,4,1,3,2,2,2,4,5,2,2,4,5,2,2,3,2,2,1,7,7,1,1,1,7,7,1,7,2,6,1,1,7,1,1,6,2,7,7,7,7,1,1,6,1,7,1,3,4,4,4,2,5,4,5,1,5,2,2,4,5,2,2,4,5,5,4,5,3,4,2,4,1,3,4,4,3,4,4,3,2,2,2,4,4,5,4,4,4,5,1,3,2,4,1,4,1,4,3,2,2,3,"20"
"129","5d1567f2a69a620001adaef0",82,34,1,1,1,1,7,7,1,2,2,2,2,4,2,4,4,4,2,2,4,2,2,4,2,3,2,5,7,4,2,3,7,6,5,7,3,4,3,1,4,2,1,5,1,7,5,6,6,1,2,4,2,5,2,2,2,3,5,4,3,4,4,2,4,2,1,3,4,4,2,1,4,5,3,2,4,5,2,4,2,3,4,5,1,2,2,4,2,1,2,4,5,2,2,4,3,3,1,1,4,4,2,3,3,4,4,3,3,2,"125"
"130","5d15d498aa676d001a8985bb",150,35,2,1,1,2,8,2,1,2,2,4,4,4,3,4,4,4,2,1,2,3,2,3,3,2,4,7,4,4,5,3,6,5,5,6,5,3,6,5,6,4,3,3,3,3,6,6,6,2,1,6,1,6,1,4,2,5,3,4,4,5,3,2,4,3,2,5,4,4,4,3,3,3,1,4,5,1,4,3,5,3,5,3,2,4,5,5,5,4,4,3,4,3,3,2,5,3,1,1,4,4,3,4,4,2,3,2,2,4,"127"
"131","5d15f4962fe3fd00015fa848",7,52,2,1,1,2,3,3,5,4,2,4,3,4,2,3,4,4,2,3,3,3,2,4,3,4,3,4,4,4,4,4,5,3,5,6,5,4,5,1,5,1,4,5,2,6,4,6,5,1,4,3,2,4,2,5,2,4,3,1,2,3,1,5,3,3,1,5,5,4,2,5,2,5,5,3,4,3,5,2,1,5,3,1,4,3,3,3,5,5,2,1,3,5,4,4,4,5,2,3,2,4,3,3,3,4,4,2,3,3,"135"
"132","5d167abaac37cd00155343b1",33,20,2,1,1,1,10,7,1,3,2,2,2,2,2,4,4,3,2,2,4,2,2,3,4,4,2,7,7,1,3,4,7,5,4,7,3,4,4,1,7,1,3,7,1,5,7,7,7,1,4,6,5,5,3,3,2,3,4,3,4,4,3,2,5,2,2,4,2,3,4,4,4,5,5,2,4,4,3,3,2,2,3,3,4,4,4,3,3,3,2,2,3,4,5,5,5,4,3,3,2,3,1,1,1,2,3,4,4,3,"137"
